serial_number,model,date,failure_probability,actual_failure_7d
ZCH07W35,ST12000NM0007,2020-06-24,0.96309316,1
ZHZ4XRKJ,ST12000NM0008,2020-06-30,0.9624957,0
ZGS01JK2,ST500LM030,2020-06-30,0.9624568,0
ZCH0C5SK,ST12000NM0007,2020-06-30,0.9624237,0
Y8P0A00BF97G,TOSHIBA MG07ACA14TA,2020-05-06,0.9624184,1
ZJV00DQB,ST12000NM0007,2020-06-30,0.9623952,0
ZA21DQGH,ST10000NM0086,2020-06-30,0.96235037,0
ZJV05F70,ST12000NM0007,2020-06-30,0.9621735,0
ZCH06V4D,ST12000NM0007,2020-06-30,0.9621314,0
5641SFR6S,TOSHIBA MQ01ABF050,2020-06-30,0.96195793,0
ZCH0CZTB,ST12000NM0007,2020-06-30,0.96180284,0
ZJV00LRS,ST12000NM0007,2020-06-30,0.96180284,0
ZCH0BMHZ,ST12000NM0007,2020-06-30,0.96180284,0
ZCH0ABXS,ST12000NM0007,2020-06-30,0.9616836,0
ZCH0CCE5,ST12000NM0007,2020-06-30,0.96150863,0
ZA11QTAR,ST8000DM002,2020-06-30,0.96135986,0
ZCH07JAB,ST12000NM0007,2020-06-30,0.9613539,0
ZCH07EDE,ST12000NM0007,2020-06-30,0.9612737,0
ZHZ4Y5QD,ST12000NM0008,2020-06-30,0.9612319,0
AAG2SHBH,HGST HUH721212ALN604,2020-06-30,0.9612301,0
ZJV02P9E,ST12000NM0007,2020-06-30,0.9612085,0
ZCH06KKM,ST12000NM0007,2020-06-30,0.96099216,0
ZJV0G9AH,ST12000NM0007,2020-06-30,0.9609382,0
ZL004L24,ST12000NM0008,2020-06-22,0.96091235,0
ZCH07ZGG,ST12000NM0007,2020-06-30,0.96070343,0
ZA180SG8,ST8000NM0055,2020-06-30,0.96063656,0
ZJV00127,ST12000NM0007,2020-06-30,0.9605961,0
ZCH0AE8H,ST12000NM0007,2020-06-30,0.9604652,0
ZA1815DB,ST8000NM0055,2020-06-30,0.9601474,0
ZA216BYC,ST10000NM0086,2020-06-30,0.9599415,0
2AGPHHMY,HGST HUH721212ALN604,2020-06-30,0.95986634,0
ZCH06VRR,ST12000NM0007,2020-06-30,0.95976675,0
ZJV03KTW,ST12000NM0007,2020-06-30,0.959592,0
ZJV0TC14,ST12000NM0007,2020-06-30,0.959532,0
ZCH08VGS,ST12000NM0007,2020-06-30,0.9595025,0
ZCH0D5CK,ST12000NM0007,2020-06-30,0.95945245,0
ZCH0D743,ST12000NM0007,2020-06-30,0.9591837,0
8CGUJX6E,HGST HUH721212ALN604,2020-06-09,0.9591423,1
ZCH07Y4F,ST12000NM0007,2020-06-30,0.95894134,0
ZCH06KTF,ST12000NM0007,2020-06-30,0.958844,0
2AGHGV4Y,HGST HUH721212ALN604,2020-06-30,0.9588278,0
ZA215MMW,ST10000NM0086,2020-06-30,0.95881575,0
ZA1816YJ,ST8000NM0055,2020-06-30,0.958544,0
ZJV03G1R,ST12000NM0007,2020-06-30,0.95838624,0
S2ZYJ9DF324368,ST500LM012 HN,2020-06-01,0.9583768,1
ZCH077WN,ST12000NM0007,2020-06-30,0.95834506,0
Z7GIT901T,TOSHIBA MQ01ABF050M,2020-06-30,0.95769656,0
188DT94IT,TOSHIBA MQ01ABF050M,2020-06-30,0.95763755,0
ZJV5F2VN,ST12000NM0007,2020-06-30,0.9576121,0
ZCH0AC2Z,ST12000NM0007,2020-06-30,0.95755357,0
ZCH0BTDM,ST12000NM0007,2020-06-30,0.95752525,0
ZJV00D9Q,ST12000NM0007,2020-06-30,0.95752525,0
ZLW0GPC5,ST12000NM001G,2020-06-30,0.957069,0
Z7GIT907T,TOSHIBA MQ01ABF050M,2020-06-30,0.95693904,0
8CGL1NAG,HGST HUH721212ALE600,2020-06-30,0.9567401,0
ZHZ4NJ98,ST12000NM0008,2020-06-30,0.9565802,0
ZJV2EFWL,ST12000NM0007,2020-06-30,0.95657307,0
ZCH0DWG2,ST12000NM0007,2020-06-30,0.9565182,0
ZCH0C2ES,ST12000NM0007,2020-06-12,0.9564557,0
ZA16DVJV,ST8000NM0055,2020-06-30,0.95627874,0
ZA14DCC0,ST8000NM0055,2020-06-30,0.95627874,0
ZCH078A4,ST12000NM0007,2020-06-30,0.9561015,0
ZCH0DG5E,ST12000NM0007,2020-06-30,0.9559442,0
X870A0J9F97G,TOSHIBA MG07ACA14TA,2020-05-11,0.9558761,1
ZA11HV6V,ST8000DM002,2020-06-30,0.9558248,0
ZA174K86,ST8000NM0055,2020-06-30,0.95576596,0
ZA20YZB1,ST10000NM0086,2020-06-30,0.95573354,0
Z304HTET,ST4000DM000,2020-06-30,0.95571697,0
ZA1A06EY,ST8000NM0055,2020-06-30,0.95570207,0
8HJEY1ZH,HGST HUH721212ALN604,2020-06-30,0.95560616,0
ZCH0BYCN,ST12000NM0007,2020-06-30,0.9555971,0
ZA219DNY,ST10000NM0086,2020-06-30,0.95537823,0
176FT02OT,TOSHIBA MQ01ABF050M,2020-06-30,0.9551088,0
2AGM9MXY,HGST HUH721212ALN604,2020-06-30,0.9550664,0
ZA240DX3,ST10000NM0086,2020-06-16,0.95481485,1
ZCH0ANGP,ST12000NM0007,2020-06-30,0.9545982,0
ZA13QBGS,ST8000DM002,2020-06-30,0.9544128,0
ZA119BF1,ST8000DM002,2020-06-30,0.954215,0
Z305PHFX,ST4000DM000,2020-06-30,0.9541887,0
Z304ZXKS,ST4000DM000,2020-06-30,0.9540984,0
ZCH07WLH,ST12000NM0007,2020-06-30,0.95405245,0
ZJV137E6,ST12000NM0007,2020-06-30,0.9539691,0
ZJV0140W,ST12000NM0007,2020-06-30,0.95361596,0
ZA180R3Q,ST8000NM0055,2020-06-30,0.95348495,0
ZCH09V79,ST12000NM0007,2020-06-30,0.9534414,0
ZJV115XA,ST12000NM0007,2020-06-30,0.9534357,0
S2ZYJ9AFB16907,ST500LM012 HN,2020-06-30,0.95336133,0
8HH2UE9H,HGST HUH721212ALN604,2020-06-30,0.95314467,0
Z305K296,ST4000DM000,2020-06-30,0.9530365,0
ZJV00ELH,ST12000NM0007,2020-06-30,0.9529446,0
PL2331LAG9EHMJ,HGST HMS5C4040ALE640,2020-06-30,0.95292324,0
ZCH06CXW,ST12000NM0007,2020-06-30,0.95282507,0
ZCH0DGB2,ST12000NM0007,2020-06-30,0.9526458,0
ZCH080FA,ST12000NM0007,2020-06-30,0.9526013,0
ZCH0APP6,ST12000NM0007,2020-06-30,0.9525139,0
ZA1814N7,ST8000NM0055,2020-06-30,0.95242685,0
S2ZYJ9FFB13580,ST500LM012 HN,2020-06-30,0.95215863,0
ZA18CCX5,ST8000NM0055,2020-06-30,0.9516164,0
ZCH05YJC,ST12000NM0007,2020-06-30,0.95159817,0
ZDEDLCVV,ST500LM030,2020-06-30,0.9514563,0
ZJV5LH8F,ST12000NM0007,2020-06-30,0.9513567,0
ZCH07RRP,ST12000NM0007,2020-06-30,0.95128405,0
ZCH0CLEY,ST12000NM0007,2020-06-30,0.9511586,0
ZA13YPCG,ST8000DM002,2020-06-01,0.95098203,1
ZCH09V43,ST12000NM0007,2020-06-30,0.950586,0
ZCH0C0LW,ST12000NM0007,2020-06-30,0.9504491,0
57GGPD9ZT,TOSHIBA MQ01ABF050,2020-05-20,0.950317,1
ZJV1C47X,ST12000NM0007,2020-06-30,0.9502157,0
ZCH08D93,ST12000NM0007,2020-06-30,0.9499848,0
ZCH065CA,ST12000NM0007,2020-06-18,0.94994134,0
ZA1818JS,ST8000NM0055,2020-06-08,0.9497277,1
8HHJRZ3H,HGST HUH721212ALN604,2020-05-05,0.94967407,1
ZCH07X1T,ST12000NM0007,2020-05-19,0.9496543,1
ZDEC0TD9,ST500LM030,2020-06-30,0.94947386,0
ZCH0BT7Q,ST12000NM0007,2020-06-30,0.9494723,0
Z7OVTDCGT,TOSHIBA MQ01ABF050M,2020-05-04,0.9493837,1
96ICTBQWT,TOSHIBA MQ01ABF050,2020-06-11,0.94923455,1
Z305J4NG,ST4000DM000,2020-06-30,0.94919837,0
Z305LJD5,ST4000DM000,2020-06-30,0.94919837,0
S2ZYJ9DG701100,ST500LM012 HN,2020-06-30,0.94908917,0
ZA2118X2,ST10000NM0086,2020-06-30,0.9487359,0
ZA21AE50,ST10000NM0086,2020-06-30,0.9486712,0
ZA21AJMK,ST10000NM0086,2020-06-30,0.9486712,0
Z3054X00,ST4000DM000,2020-06-30,0.94861543,0
Z305D2HH,ST4000DM000,2020-06-30,0.9485802,0
ZA213LA7,ST10000NM0086,2020-06-30,0.94837326,0
ZA12QFHX,ST8000DM002,2020-06-30,0.94831055,0
ZJV03PR8,ST12000NM0007,2020-06-30,0.94820696,0
ZCH06MRH,ST12000NM0007,2020-06-30,0.9480501,0
ZJV1CSV3,ST12000NM0007,2020-06-30,0.94762415,0
8CGL02NG,HGST HUH721212ALE600,2020-06-30,0.9474951,0
ZJV5KH6N,ST12000NM0007,2020-06-30,0.9474665,0
ZJV2E853,ST12000NM0007,2020-06-30,0.94730026,0
ZA13R2KT,ST8000DM002,2020-06-30,0.946831,0
ZCH0AQYW,ST12000NM0007,2020-06-30,0.9466636,0
57QEWPY6T,TOSHIBA MQ01ABF050,2020-06-30,0.9466478,0
Z7GIT905T,TOSHIBA MQ01ABF050M,2020-06-30,0.9466478,0
ZA21DWVV,ST10000NM0086,2020-06-30,0.94645196,0
ZCH07G5A,ST12000NM0007,2020-06-30,0.9463725,0
ZA13G3VG,ST8000DM002,2020-06-30,0.9462925,0
ZJV04KZ0,ST12000NM0007,2020-06-30,0.9462373,0
78C0A04HF97G,TOSHIBA MG07ACA14TA,2020-06-30,0.94600993,0
ZA21A8RL,ST10000NM0086,2020-06-30,0.9459629,0
ZA21DSQX,ST10000NM0086,2020-06-30,0.9459528,0
ZA216PF0,ST10000NM0086,2020-06-30,0.945712,0
ZJV1CH8Q,ST12000NM0007,2020-06-30,0.94566184,0
ZJV2EFQ7,ST12000NM0007,2020-06-30,0.94566184,0
Z305909L,ST4000DM000,2020-06-30,0.94537115,0
ZCH0682L,ST12000NM0007,2020-06-18,0.9452302,0
188DT94DT,TOSHIBA MQ01ABF050M,2020-06-30,0.94515747,0
Z305BENB,ST4000DM000,2020-06-30,0.9451564,0
ZA21ADVC,ST10000NM0086,2020-06-30,0.9450061,0
Z79KT7AHT,TOSHIBA MQ01ABF050M,2020-06-30,0.94483083,0
ZA11LZ76,ST8000DM002,2020-05-22,0.944827,1
ZCH06EHM,ST12000NM0007,2020-06-30,0.9447807,0
ZA13ZL35,ST8000DM002,2020-06-30,0.94451755,0
ZJV04RJ7,ST12000NM0007,2020-06-30,0.944429,0
ZJV0PQJX,ST12000NM0007,2020-06-30,0.9444283,0
ZCH0AD8K,ST12000NM0007,2020-06-19,0.94441897,0
2AGPHPEY,HGST HUH721212ALN604,2020-06-20,0.94439316,1
ZA14ERG7,ST8000NM0055,2020-06-30,0.9443381,0
ZCH06M1Q,ST12000NM0007,2020-06-30,0.9442052,0
ZCH07B20,ST12000NM0007,2020-06-30,0.94420296,0
ZCH07CCD,ST12000NM0007,2020-06-30,0.94409746,0
ZDEC8Y2P,ST500LM030,2020-06-30,0.9440528,0
ZJV0WGKS,ST12000NM0007,2020-06-30,0.9437526,0
ZJV13899,ST12000NM0007,2020-06-30,0.94350994,0
S300ZV48,ST4000DM000,2020-06-30,0.94333684,0
ZJV005J2,ST12000NM0007,2020-06-30,0.94321257,0
ZDEBM97V,ST500LM030,2020-06-30,0.94299245,0
WL1AAPE4,ST500LM030,2020-06-30,0.94299245,0
WL1A1MTV,ST500LM030,2020-06-30,0.94299245,0
ZJV0WFGT,ST12000NM0007,2020-06-30,0.9429618,0
ZCH075ZZ,ST12000NM0007,2020-06-30,0.9429285,0
ZCH06HM6,ST12000NM0007,2020-06-30,0.942751,0
Z304W5R6,ST4000DM000,2020-06-30,0.9424539,0
ZJV0XZ87,ST12000NM0007,2020-06-30,0.9422207,0
ZJV1156A,ST12000NM0007,2020-06-30,0.9422207,0
ZA212CNV,ST10000NM0086,2020-06-30,0.9421931,0
ZCH07NVM,ST12000NM0007,2020-06-30,0.94216084,0
AAH93LVH,HGST HUH721212ALN604,2020-06-30,0.94206053,0
ZA13YXDQ,ST8000DM002,2020-06-30,0.94198096,0
ZCH0B1QD,ST12000NM0007,2020-06-30,0.9419542,0
ZJV0BZFP,ST12000NM0007,2020-06-30,0.9418967,0
ZJV00ERN,ST12000NM0007,2020-06-30,0.94184345,0
ZJV0WFWS,ST12000NM0007,2020-06-30,0.94177115,0
ZCH06NJM,ST12000NM0007,2020-06-30,0.94177115,0
ZDED5MHE,ST500LM030,2020-06-30,0.941731,0
ZCH06LC7,ST12000NM0007,2020-06-30,0.94166744,0
ZJV005QM,ST12000NM0007,2020-05-21,0.94143695,0
ZCH0DG64,ST12000NM0007,2020-06-30,0.9411224,0
ZJV108S3,ST12000NM0007,2020-06-30,0.9411224,0
Z305BBD9,ST4000DM000,2020-06-30,0.94108844,0
188DT94FT,TOSHIBA MQ01ABF050M,2020-06-30,0.94106495,0
ZDECQPQR,ST500LM030,2020-06-30,0.9410521,0
ZJV00CYR,ST12000NM0007,2020-06-30,0.9410427,0
Z304YSL4,ST4000DM000,2020-06-30,0.94104004,0
ZJV0WEZ4,ST12000NM0007,2020-06-30,0.94099253,0
ZCH07NVJ,ST12000NM0007,2020-06-30,0.94096446,0
ZA216DAZ,ST10000NM0086,2020-06-30,0.940475,0
ZGS01GSS,ST500LM030,2020-06-30,0.94027966,0
ZJV00DML,ST12000NM0007,2020-06-30,0.9400637,0
ZCH0BXYV,ST12000NM0007,2020-06-30,0.939722,0
AAHDYPYH,HGST HUH721212ALN604,2020-06-30,0.9396683,0
ZJV0WGPZ,ST12000NM0007,2020-06-30,0.9395198,0
ZA13QC19,ST8000DM002,2020-06-30,0.93951964,0
Z7OVTDB8T,TOSHIBA MQ01ABF050M,2020-06-30,0.9394592,0
Z7OVTDB2T,TOSHIBA MQ01ABF050M,2020-06-30,0.9394592,0
Z7OVTDBWT,TOSHIBA MQ01ABF050M,2020-06-30,0.9394592,0
ZA13R54K,ST8000DM002,2020-06-30,0.93921906,0
ZJV10AFB,ST12000NM0007,2020-06-30,0.9392134,0
ZJV1KAFK,ST12000NM0007,2020-06-30,0.93917894,0
ZCH06GKK,ST12000NM0007,2020-06-30,0.9391073,0
ZCH07FC5,ST12000NM0007,2020-06-30,0.9390476,0
ZCH0DXTG,ST12000NM0007,2020-06-30,0.9389911,0
96ICTBQ8T,TOSHIBA MQ01ABF050,2020-06-30,0.93898535,0
WD-WXE1E842MTRW,WDC WD5000LPVX,2020-06-30,0.9389608,0
ZJV00G9Q,ST12000NM0007,2020-06-30,0.9389516,0
Z305G2SM,ST4000DM000,2020-06-30,0.93889403,0
ZCH06L64,ST12000NM0007,2020-06-30,0.9386189,0
ZCH0BEMC,ST12000NM0007,2020-06-30,0.93860525,0
ZJV0Z68Q,ST12000NM0007,2020-06-30,0.93860525,0
ZCH0CSCV,ST12000NM0007,2020-06-30,0.9385766,0
ZJV2DZ4P,ST12000NM0007,2020-06-30,0.9384376,0
ZJV2EHD8,ST12000NM0007,2020-06-30,0.93836296,0
ZA211GKL,ST10000NM0086,2020-06-30,0.9382993,0
ZJV0Y63R,ST12000NM0007,2020-06-30,0.93817466,0
ZCH0AKZ5,ST12000NM0007,2020-06-30,0.93811077,0
ZCH04Z7X,ST12000NM0007,2020-06-30,0.93798774,0
2AGNASYY,HGST HUH721212ALN604,2020-06-30,0.9375754,0
ZA21A5HF,ST10000NM0086,2020-06-30,0.93728083,0
ZCH0951J,ST12000NM0007,2020-06-30,0.9372121,0
ZJV0TEJM,ST12000NM0007,2020-06-30,0.9371648,0
97JPT4KFT,TOSHIBA MQ01ABF050M,2020-06-27,0.9371446,0
ZA12SQFS,ST8000DM002,2020-06-30,0.9370131,0
57HBWEE9T,TOSHIBA MQ01ABF050,2020-06-30,0.9367786,0
Z305GNEE,ST4000DM000,2020-06-30,0.9367017,0
Z305KY0N,ST4000DM000,2020-06-30,0.93669796,0
ZDECL3WB,ST500LM030,2020-06-30,0.9366033,0
ZDEAAS4B,ST500LM030,2020-06-30,0.9366033,0
8HJ86BDH,HGST HUH721212ALN604,2020-06-30,0.93650734,0
97JPT4KKT,TOSHIBA MQ01ABF050M,2020-06-30,0.9363498,0
ZCH0712C,ST12000NM0007,2020-06-18,0.93633693,0
176FT02QT,TOSHIBA MQ01ABF050M,2020-06-30,0.9363179,0
Z7OVTDBFT,TOSHIBA MQ01ABF050M,2020-06-30,0.9363179,0
Z7OVTDBCT,TOSHIBA MQ01ABF050M,2020-06-30,0.9363179,0
ZA17ZNWG,ST8000NM0055,2020-06-12,0.9362639,1
ZCH06ETR,ST12000NM0007,2020-06-30,0.9362225,0
ZDED57CM,ST500LM030,2020-06-30,0.93619585,0
ZCH080GV,ST12000NM0007,2020-06-30,0.9361688,0
ZHZ4QZRC,ST12000NM0008,2020-06-30,0.9361613,0
ZA2191QH,ST10000NM0086,2020-06-30,0.9361052,0
Z305KVJ7,ST4000DM000,2020-06-30,0.93604535,0
ZCH0BMSR,ST12000NM0007,2020-06-30,0.9359761,0
8HKX6M9H,HGST HUH721212ALN604,2020-06-30,0.93595594,0
ZJV03EL2,ST12000NM0007,2020-06-12,0.9358225,0
ZCH0DWLT,ST12000NM0007,2020-06-30,0.9357702,0
ZJV00EHF,ST12000NM0007,2020-06-30,0.9357572,0
ZDEB1E2M,ST500LM030,2020-06-30,0.935737,0
ZCH086PV,ST12000NM0007,2020-06-30,0.9354935,0
ZCH0CD0J,ST12000NM0007,2020-06-30,0.93548656,0
ZA18150X,ST8000NM0055,2020-06-30,0.9354643,0
ZA13YP8K,ST8000DM002,2020-06-30,0.9354544,0
ZJV12QTA,ST12000NM0007,2020-06-30,0.9354059,0
ZJV3BTAZ,ST12000NM0007,2020-06-29,0.9353932,1
ZCH0C179,ST12000NM0007,2020-06-30,0.93537444,0
ZA18100S,ST8000NM0055,2020-06-30,0.9352928,0
ZHZ3PA37,ST12000NM0008,2020-06-30,0.9351581,0
ZCH07E4B,ST12000NM0007,2020-06-30,0.93508977,0
ZCH071P1,ST12000NM0007,2020-06-30,0.93508977,0
ZCH06X3A,ST12000NM0007,2020-06-30,0.9350083,0
AAG6M9PH,HGST HUH721212ALN604,2020-06-30,0.93489903,0
ZJV1CG85,ST12000NM0007,2020-06-30,0.93489444,0
ZCH0CXLX,ST12000NM0007,2020-06-30,0.9348597,0
Z304THVQ,ST4000DM000,2020-06-30,0.9348298,0
Z3058S3V,ST4000DM000,2020-06-30,0.9348298,0
S30116PQ,ST4000DM000,2020-05-21,0.9347131,1
ZJV2E8CG,ST12000NM0007,2020-06-30,0.93460584,0
57HDTBU4T,TOSHIBA MQ01ABF050,2020-06-30,0.9345855,0
ZLW0EFYY,ST12000NM001G,2020-06-30,0.9345198,0
ZA21EKYM,ST10000NM0086,2020-06-30,0.9342912,0
ZA21EM2D,ST10000NM0086,2020-06-30,0.9342912,0
ZA217CDZ,ST10000NM0086,2020-06-30,0.9342912,0
57HBWECVT,TOSHIBA MQ01ABF050,2020-06-30,0.9341992,0
176FT026T,TOSHIBA MQ01ABF050M,2020-06-30,0.93419015,0
ZA21C47A,ST10000NM0086,2020-06-30,0.9341789,0
ZA189XCP,ST8000NM0055,2020-06-30,0.9338799,0
ZA189XBD,ST8000NM0055,2020-06-30,0.9338799,0
ZA18BLSG,ST8000NM0055,2020-06-30,0.933775,0
8CGYZEEE,HGST HUH721212ALN604,2020-06-30,0.93375176,0
ZCH074XC,ST12000NM0007,2020-06-30,0.9334227,0
ZDEC0YDN,ST500LM030,2020-06-30,0.9332677,0
ZCH0DWNH,ST12000NM0007,2020-06-30,0.9332468,0
ZA21C0SB,ST10000NM0086,2020-06-30,0.93317753,0
AAHEHY6H,HGST HUH721212ALN604,2020-06-30,0.9330632,0
Z305GWFY,ST4000DM000,2020-06-30,0.9330552,0
S2ZYJ9GGB00953,ST500LM012 HN,2020-06-30,0.93301964,0
Z7GIT902T,TOSHIBA MQ01ABF050M,2020-06-30,0.9330098,0
176FT01HT,TOSHIBA MQ01ABF050M,2020-06-30,0.9330098,0
Z7GIT903T,TOSHIBA MQ01ABF050M,2020-06-30,0.9330098,0
Z7OVTDBAT,TOSHIBA MQ01ABF050M,2020-06-30,0.9330098,0
Z7OVTDBBT,TOSHIBA MQ01ABF050M,2020-06-30,0.9330098,0
57HDTBTUT,TOSHIBA MQ01ABF050,2020-06-30,0.9330098,0
ZA164P36,ST8000NM0055,2020-06-30,0.9330042,0
ZA180ZP7,ST8000NM0055,2020-06-30,0.9330042,0
ZJV0WEJ2,ST12000NM0007,2020-06-30,0.9329146,0
8HK6VH7H,HGST HUH721212ALN604,2020-06-30,0.9328647,0
ZCH07WTC,ST12000NM0007,2020-06-30,0.9328451,0
ZCH06GQ4,ST12000NM0007,2020-06-30,0.9328451,0
ZHZ3QG1M,ST12000NM0008,2020-06-30,0.93276244,0
ZCH0BVKH,ST12000NM0007,2020-06-30,0.93271214,0
ZCH095PH,ST12000NM0007,2020-05-21,0.9325527,0
188DT94LT,TOSHIBA MQ01ABF050M,2020-06-30,0.9324638,0
188DT94RT,TOSHIBA MQ01ABF050M,2020-06-30,0.9324638,0
ZCH0CFHK,ST12000NM0007,2020-05-06,0.9323305,1
ZCH086RD,ST12000NM0007,2020-06-30,0.93223476,0
ZJV00DNA,ST12000NM0007,2020-06-19,0.93223476,0
Z305F4B5,ST4000DM000,2020-06-30,0.93214864,0
563ESIWSS,TOSHIBA MQ01ABF050,2020-06-30,0.9321212,0
S2ZYJ9GGB01721,ST500LM012 HN,2020-06-30,0.9321212,0
564ESIZ4S,TOSHIBA MQ01ABF050,2020-06-30,0.9321212,0
ZA20ZP9C,ST10000NM0086,2020-06-30,0.9321068,0
ZCH0BJ5S,ST12000NM0007,2020-06-30,0.9319548,0
8CKSRNZL,HGST HUH721212ALE600,2020-06-17,0.93190944,1
ZCH0CDF5,ST12000NM0007,2020-06-30,0.93190366,0
ZA12ZZ0H,ST8000DM002,2020-06-30,0.93167824,0
ZJV05AZW,ST12000NM0007,2020-06-19,0.9314529,0
AAGX2UGH,HGST HUH721212ALN604,2020-06-30,0.9314327,0
8HHRWWPH,HGST HUH721212ALN604,2020-06-30,0.9314327,0
Z305DW1K,ST4000DM000,2020-06-30,0.9314054,0
188DT94JT,TOSHIBA MQ01ABF050M,2020-06-30,0.931274,0
ZCH074SS,ST12000NM0007,2020-06-30,0.93122834,0
ZA1257NZ,ST8000DM002,2020-06-30,0.9311761,0
ZCH06KTH,ST12000NM0007,2020-06-12,0.9310053,0
S2ZYJ9FG404766,ST500LM012 HN,2020-06-30,0.9307844,0
ZCH07DZR,ST12000NM0007,2020-06-30,0.93061477,0
ZCH05BYT,ST12000NM0007,2020-06-30,0.93043053,0
ZCH06HS6,ST12000NM0007,2020-06-30,0.93043053,0
ZCH06X5S,ST12000NM0007,2020-06-30,0.93043053,0
ZCH074T9,ST12000NM0007,2020-06-30,0.93043053,0
ZCH07VTY,ST12000NM0007,2020-06-30,0.93043053,0
ZJV0KB9K,ST12000NM0007,2020-06-30,0.9303864,0
ZJV0WGQ4,ST12000NM0007,2020-06-30,0.9303864,0
ZA13TWYE,ST8000DM002,2020-06-30,0.93034446,0
AAHL0MSH,HGST HUH721212ALN604,2020-06-30,0.9302952,0
57QEWPXZT,TOSHIBA MQ01ABF050,2020-06-30,0.9301611,0
ZCH06HRT,ST12000NM0007,2020-06-30,0.9301523,0
S2ZYJ9GGB02733,ST500LM012 HN,2020-06-30,0.9300447,0
ZCH0CHEP,ST12000NM0007,2020-06-30,0.92992944,0
ZCH09VGC,ST12000NM0007,2020-06-30,0.92992944,0
Z305D491,ST4000DM000,2020-06-30,0.9298572,0
ZA16DQX5,ST8000NM0055,2020-06-30,0.92985,0
Z305K1W7,ST4000DM000,2020-06-30,0.92981887,0
AAG6DX2H,HGST HUH721212ALN604,2020-06-30,0.92978966,0
57GGPD98T,TOSHIBA MQ01ABF050,2020-06-30,0.92954093,0
ZJV00GZ7,ST12000NM0007,2020-06-30,0.9294574,0
ZJV1CGX9,ST12000NM0007,2020-06-30,0.92928237,0
Z7OVTDCFT,TOSHIBA MQ01ABF050M,2020-06-30,0.9292721,0
ZLW0C6RC,ST12000NM001G,2020-06-30,0.9291448,0
176FT027T,TOSHIBA MQ01ABF050M,2020-06-30,0.9290631,0
ZCH0CYHR,ST12000NM0007,2020-06-30,0.929044,0
ZCH077TW,ST12000NM0007,2020-06-30,0.9288752,0
ZCH0DR12,ST12000NM0007,2020-06-30,0.9288028,0
ZJV009W0,ST12000NM0007,2020-06-30,0.9287557,0
ZA21DW9A,ST10000NM0086,2020-06-30,0.92867243,0
ZA219EY6,ST10000NM0086,2020-06-30,0.92854834,0
ZA21BZHT,ST10000NM0086,2020-06-30,0.92854834,0
ZCH09900,ST12000NM0007,2020-06-30,0.9283539,0
ZCH0CQP3,ST12000NM0007,2020-06-30,0.9283539,0
ZCH0AXZX,ST12000NM0007,2020-06-30,0.9283539,0
ZDECQPVR,ST500LM030,2020-06-30,0.9283383,0
ZA219FGA,ST10000NM0086,2020-06-30,0.92811626,0
Z304Y618,ST4000DM000,2020-06-30,0.928033,0
Z305KVKX,ST4000DM000,2020-06-30,0.9279605,0
ZCH09AGC,ST12000NM0007,2020-06-30,0.9279492,0
ZA12RFX3,ST8000DM002,2020-06-30,0.92793524,0
ZCH083H3,ST12000NM0007,2020-06-30,0.9276623,0
ZCH07W2W,ST12000NM0007,2020-06-30,0.9276431,0
Z304KCLD,ST4000DM000,2020-06-30,0.9276345,0
ZCH0CZCB,ST12000NM0007,2020-06-30,0.9275677,0
8HGBMTMH,HGST HUH721212ALN604,2020-06-23,0.9275407,1
ZCH083W3,ST12000NM0007,2020-06-30,0.92735225,0
ZCH06EQ6,ST12000NM0007,2020-06-30,0.9272959,0
ZJV0WF98,ST12000NM0007,2020-06-30,0.92722774,0
Z305D4C0,ST4000DM000,2020-06-30,0.9271985,0
ZCH0B3HM,ST12000NM0007,2020-06-30,0.9268659,0
ZA171TJA,ST8000NM0055,2020-06-30,0.9268587,0
S2ZYJ9CFC01454,ST500LM012 HN,2020-06-30,0.9268323,0
ZJV03F3X,ST12000NM0007,2020-06-12,0.9266786,0
ZCH0D103,ST12000NM0007,2020-06-30,0.92667603,0
ZCH080S9,ST12000NM0007,2020-06-30,0.9263421,0
Z305DV25,ST4000DM000,2020-06-30,0.92612463,0
S30117KN,ST4000DM000,2020-06-30,0.92611593,0
ZA180XKN,ST8000NM0055,2020-06-30,0.9260089,0
ZCH0AQ4J,ST12000NM0007,2020-06-30,0.9259168,0
ZCH0BXLL,ST12000NM0007,2020-06-30,0.9259168,0
ZCH08YLB,ST12000NM0007,2020-06-30,0.9259168,0
WD-WX31E85F7NMP,WDC WD5000LPCX,2020-06-30,0.92578906,0
8HKZA47H,HGST HUH721212ALN604,2020-06-30,0.9256667,0
Z304HC9W,ST4000DM000,2020-06-30,0.92557085,0
ZA21A5TT,ST10000NM0086,2020-06-30,0.9254953,0
ZCH07D8G,ST12000NM0007,2020-06-30,0.9254338,0
ZA21BZVE,ST10000NM0086,2020-06-30,0.9252948,0
Z305E66M,ST4000DM000,2020-06-30,0.92525274,0
ZDEACKG1,ST500LM030,2020-06-30,0.9252005,0
Z3055YPL,ST4000DM000,2020-06-30,0.92502904,0
S301GQE0,ST4000DM000,2020-05-27,0.92493683,1
ZDECQQ39,ST500LM030,2020-06-30,0.92487204,0
ZDEC96YX,ST500LM030,2020-06-30,0.92487204,0
ZCH07WSG,ST12000NM0007,2020-06-30,0.9248393,0
ZA21AJJD,ST10000NM0086,2020-06-30,0.9248377,0
